name,information,address,price,owner,house_type,in_pledge,construction_year,ceiling_height,area,room_count,floor_count,floor ,district,url,lat,lon
2-комнатная квартира · 74.4 м² · 17/17 этаж,"В залоге, монолитный дом, 2023 г.п., состояние: свежий ремонт, потолки 3м., санузел совмещенный, телефон: есть возможность подключения, интернет проводной, меблирована полностью, Продается квартира в центре левого берега. ﻿﻿Отличный район с развитой инфраструктурой. ﻿﻿Квартира полностью меблирована…",Туран 50/4,52000000.0,Хозяин недвижимости,монолитный дом,True,2023,3.0,74.4,2.0,17.0,17.0,Есильский р-н,https://krisha.kz/a/show/761931613?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=19271,51.106501,71.401944
2-комнатная квартира · 36.36 м² · 6/9 этаж,"жил. комплекс UIA.BIRLIK, монолитный дом, 2026 г.п., потолки 2.7м., В продаже 2комн. кв. (евро) с ремонтом от BI-Group! Окна смортят на юг, на живописный вид зеленого парка. Квартира с современным стилистическим решением французского балкончика с увеличенными и панорамными окнами, чтобы вы могли к…",Е 908 23,23500000.0,Риелтор,монолитный дом,False,2026,2.7,36.36,2.0,9.0,6.0,Нура р-н,https://krisha.kz/a/show/1008062740?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=19272,51.102240901245,71.364932461741
2-комнатная квартира · 62 м² · 9/9 этаж,"жил. комплекс Байконыс, кирпичный дом, 2011 г.п., потолки 2.7м",Шолпан Иманбаевой 2,34500000.0,Риелтор,кирпичный дом,False,2011,2.7,62.0,2.0,9.0,9.0,р-н Байконур,https://krisha.kz/a/show/1008994188?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=19273,51.160197039004,71.437201537191
1-комнатная квартира · 40 м² · 3/9 этаж,"кирпичный дом, 2021 г.п., состояние: не новый, но аккуратный ремонт, меблирована полностью, Продаётся полноценная однокомнатная квартира. Квартира с хорошей аурой. Дом находится на паркинге, на площадке 4 квартиры. Развитый район,в шаговой доступности Мечеть Хазрет Султан,Дворец Мира и Соглас…",Байтурсынова 39/2,21700000.0,Риелтор,кирпичный дом,False,2021,2.7,40.0,1.0,9.0,3.0,Сарайшык р-н,https://krisha.kz/a/show/1008994213?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=19274,51.121039,71.502788
1-комнатная квартира · 35.21 м² · 10/12 этаж,"жил. комплекс Capital Park. Melody, монолитный дом, 2026 г.п., потолки 3м., ✅ Красивый дом от надежного застройщика Bl Group ЖК Capital Park Melody в самом центре Есильского района левого берега. ✅ Топовая локация: Расположен в 150 метрах от нового центра притяжения Сфера-парк, по аналоги…",Жошы хан 10,27000000.0,Риелтор,монолитный дом,False,2026,3.0,35.21,1.0,12.0,10.0,Есильский р-н,https://krisha.kz/a/show/1008056446?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=19277,51.100098211206,71.439903882526
3-комнатная квартира · 65 м²,"жил. комплекс Sensata Plaza, монолитный дом, 2020 г.п., состояние: свежий ремонт, потолки 3м., меблирована полностью, Продается шикарная квартира в ЖК Sensata Plaza! 💎 Расположение: Центр столицы, удобная локация на пересечении Левого и Правого берега — позволяет быстро добраться в любую точку горо…",Тауелсиздик,66000000.0,Риелтор,монолитный дом,False,2020,3.0,65.0,3.0,9.0,,Сарайшык р-н,https://krisha.kz/a/show/1008993829?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=19278,51.116522794538,71.467287711571
1-комнатная квартира · 43.6 м² · 7/9 этаж,"жил. комплекс Aiva, монолитный дом, 2023 г.п., состояние: черновая отделка, потолки 2.85м., Продается 1-комнатная квартира ЖК Aiva, комфорт + класса. Дом очень теплый. Документы на руках, можно в ипотеку",E-669 13,25000000.0,Хозяин недвижимости,монолитный дом,False,2023,2.85,43.6,1.0,9.0,7.0,Есильский р-н,https://krisha.kz/a/show/1008794686?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=19279,51.088226035665,71.481973775183
4-комнатная квартира · 119 м² · 7/10 этаж,"жил. комплекс BARCELONA, монолитный дом, 2018 г.п., потолки 3м., Продаётся просторная 4-комнатная квартира в ЖК «Барселона», микрорайон «Городской Роман». Дом 2018 года постройки, расположен в одном из самых топовых и комфортных районов города. В шаговой доступности — школы, детские сады, мага…",Храпатого 25/1,87000000.0,Риелтор,монолитный дом,False,2018,3.0,119.0,4.0,10.0,7.0,Сарайшык р-н,https://krisha.kz/a/show/1008993813?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=19280,51.110935035917,71.461991697806
1-комнатная квартира · 35 м² · 2/17 этаж,"монолитный дом, 2010 г.п., Продаётся 1-комнатная квартира со средним ремонтом! ✨ ️ Полностью меблирована стильной и функциональной мебелью, остаётся вся техника — заходи и живи! Расположена в одном из самых спокойных и престижных районов города: В шаговой доступности детские сады, школы, супермарк…",кенесары 70а,16500000.0,Риелтор,монолитный дом,False,2010,2.7,35.0,1.0,17.0,2.0,р-н Байконур,https://krisha.kz/a/show/1008994124?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=19283,51.163624,71.459067
2-комнатная квартира · 62.6 м² · 3/8 этаж,"жил. комплекс Asyl Park, монолитный дом, 2016 г.п., потолки 3м., меблирована полностью, Продается полноценная 2 комнатная квартира в ЖК бизнес класса ""Asyl Park"". Район Ботанического Сада! Паркинг в цене! Документы в порядке!",Мәңгілік Ел,60600000.0,Риелтор,монолитный дом,False,2016,3.0,62.6,2.0,8.0,3.0,Есильский р-н,https://krisha.kz/a/show/1008993878?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=19286,51.108240515034,71.428756896963
